"date","location","variable","value"
2021-04-26,"control","orthoP",2.01
2021-04-27,"control","orthoP",NA
2021-04-28,"control","orthoP",4.725
2021-04-29,"control","orthoP",4.149
2021-04-30,"control","orthoP",NA
2021-05-01,"control","orthoP",NA
2021-05-02,"control","orthoP",4.076
2021-05-03,"control","orthoP",NA
2021-05-04,"control","orthoP",4.139
2021-05-05,"control","orthoP",5.207
2021-05-06,"control","orthoP",6.292
2021-05-07,"control","orthoP",NA
2021-05-08,"control","orthoP",NA
2021-05-09,"control","orthoP",2.749
2021-05-10,"control","orthoP",0.712
2021-05-11,"control","orthoP",1.175
2021-05-12,"control","orthoP",2.588
2021-05-13,"control","orthoP",3.233
2021-05-14,"control","orthoP",NA
2021-05-15,"control","orthoP",NA
2021-05-16,"control","orthoP",1.926
2021-05-17,"control","orthoP",1.783
2021-05-18,"control","orthoP",NA
2021-05-19,"control","orthoP",NA
2021-05-20,"control","orthoP",NA
2021-05-21,"control","orthoP",NA
2021-05-22,"control","orthoP",NA
2021-05-23,"control","orthoP",4.18
2021-05-24,"control","orthoP",0.547
2021-05-25,"control","orthoP",6.466
2021-05-26,"control","orthoP",8.304
2021-05-27,"control","orthoP",6.309
2021-05-28,"control","orthoP",2.515
2021-05-29,"control","orthoP",3.208
2021-05-30,"control","orthoP",2.613
2021-05-31,"control","orthoP",2.617
2021-06-01,"control","orthoP",2.728
2021-06-02,"control","orthoP",4.708
2021-06-03,"control","orthoP",6.652
2021-06-04,"control","orthoP",NA
2021-06-05,"control","orthoP",NA
2021-06-06,"control","orthoP",5.842
2021-06-07,"control","orthoP",4.859
2021-06-08,"control","orthoP",5.199
2021-06-09,"control","orthoP",4.477
2021-06-10,"control","orthoP",5.232
2021-06-11,"control","orthoP",NA
2021-06-12,"control","orthoP",NA
2021-06-13,"control","orthoP",4.68
2021-06-14,"control","orthoP",4.698
2021-06-15,"control","orthoP",5.136
2021-06-16,"control","orthoP",5.393
2021-06-17,"control","orthoP",4.812
2021-06-18,"control","orthoP",NA
2021-06-19,"control","orthoP",NA
2021-06-20,"control","orthoP",3.189
2021-06-21,"control","orthoP",2.878
2021-06-22,"control","orthoP",3.25
2021-06-23,"control","orthoP",3.865
2021-06-24,"control","orthoP",5.389
2021-06-25,"control","orthoP",NA
2021-06-26,"control","orthoP",NA
2021-06-27,"control","orthoP",2.564
2021-06-28,"control","orthoP",1.776
2021-06-29,"control","orthoP",2.334
2021-06-30,"control","orthoP",2.289
2021-07-01,"control","orthoP",1.898
2021-07-02,"control","orthoP",NA
2021-07-03,"control","orthoP",NA
2021-07-04,"control","orthoP",1.603
2021-07-05,"control","orthoP",1.47
2021-07-06,"control","orthoP",1.41
2021-07-07,"control","orthoP",2.659
2021-07-08,"control","orthoP",2.622
2021-07-09,"control","orthoP",NA
2021-07-10,"control","orthoP",NA
2021-07-11,"control","orthoP",1.416
2021-07-12,"control","orthoP",NA
2021-07-13,"control","orthoP",2.195
2021-07-14,"control","orthoP",3.059
2021-07-15,"control","orthoP",2.87
2021-07-16,"control","orthoP",NA
2021-07-17,"control","orthoP",NA
2021-07-18,"control","orthoP",2.265
2021-07-19,"control","orthoP",1.939
2021-07-20,"control","orthoP",3.175
2021-07-21,"control","orthoP",3.59
2021-07-22,"control","orthoP",2.361
2021-07-23,"control","orthoP",NA
2021-07-24,"control","orthoP",NA
2021-07-25,"control","orthoP",2.677
2021-07-26,"control","orthoP",2.5
2021-07-27,"control","orthoP",4.749
2021-07-28,"control","orthoP",4.859
2021-07-29,"control","orthoP",3.369
2021-07-30,"control","orthoP",NA
2021-07-31,"control","orthoP",NA
2021-08-01,"control","orthoP",1.929
2021-08-02,"control","orthoP",1.711
2021-08-03,"control","orthoP",4.182
2021-08-04,"control","orthoP",3.163
2021-08-05,"control","orthoP",3.527
2021-08-06,"control","orthoP",NA
2021-08-07,"control","orthoP",NA
2021-08-08,"control","orthoP",2.727
2021-08-09,"control","orthoP",NA
2021-08-10,"control","orthoP",3.373
2021-08-11,"control","orthoP",3.829
2021-08-12,"control","orthoP",5.799
2021-08-13,"control","orthoP",NA
2021-08-14,"control","orthoP",NA
2021-08-15,"control","orthoP",3.504
2021-08-16,"control","orthoP",3.103
2021-08-17,"control","orthoP",3.288
2021-08-18,"control","orthoP",3.674
2021-08-19,"control","orthoP",2.357
2021-08-20,"control","orthoP",NA
2021-08-21,"control","orthoP",NA
2021-08-22,"control","orthoP",2.894
2021-08-23,"control","orthoP",1.569
2021-08-24,"control","orthoP",2.972
2021-08-25,"control","orthoP",3.844
2021-08-26,"control","orthoP",3.811
2021-08-27,"control","orthoP",NA
2021-08-28,"control","orthoP",NA
2021-08-29,"control","orthoP",2.335
2021-08-30,"control","orthoP",2.292
2021-08-31,"control","orthoP",2.76
2021-09-01,"control","orthoP",5.199
2021-09-02,"control","orthoP",6.107
2021-09-03,"control","orthoP",NA
2021-09-04,"control","orthoP",NA
2021-09-05,"control","orthoP",NA
2021-09-06,"control","orthoP",3.211
2021-09-07,"control","orthoP",3.08
2021-09-08,"control","orthoP",3.443
2021-09-09,"control","orthoP",5.266
2021-09-10,"control","orthoP",NA
2021-09-11,"control","orthoP",NA
2021-09-12,"control","orthoP",4.85
2021-09-13,"control","orthoP",5.044
2021-09-14,"control","orthoP",4.515
2021-09-15,"control","orthoP",4.182
2021-09-16,"control","orthoP",4.882
2021-09-17,"control","orthoP",NA
2021-09-18,"control","orthoP",NA
2021-09-19,"control","orthoP",4.934
2021-09-20,"control","orthoP",3.859
2021-09-21,"control","orthoP",5.29
2021-09-22,"control","orthoP",4.9
2021-09-23,"control","orthoP",6.677
2021-09-24,"control","orthoP",NA
2021-09-25,"control","orthoP",6.91
2021-09-26,"control","orthoP",4.924
2021-09-27,"control","orthoP",4.608
2021-09-28,"control","orthoP",6.022
2021-09-29,"control","orthoP",5.091
2021-09-30,"control","orthoP",4.132
2021-10-01,"control","orthoP",4.96
2021-10-02,"control","orthoP",6.9
2021-10-03,"control","orthoP",4.11
2021-10-04,"control","orthoP",3.8
2021-10-05,"control","orthoP",8
2021-10-06,"control","orthoP",6.3
2021-10-07,"control","orthoP",7.43
2021-10-08,"control","orthoP",3.58
2021-10-09,"control","orthoP",NA
2021-10-10,"control","orthoP",5.43
2021-10-11,"control","orthoP",4.9
2021-10-12,"control","orthoP",5.72
2021-10-13,"control","orthoP",4.14
2021-10-14,"control","orthoP",2.21
2021-10-15,"control","orthoP",3.16
2021-10-16,"control","orthoP",3.56
2021-10-17,"control","orthoP",3.24
2021-10-18,"control","orthoP",2.99
2021-10-19,"control","orthoP",4.29
2021-10-20,"control","orthoP",4.68
2021-10-21,"control","orthoP",4.82
2021-10-22,"control","orthoP",4.61
2021-10-23,"control","orthoP",5.02
2021-10-24,"control","orthoP",4.31
2021-10-25,"control","orthoP",3.66
2021-10-26,"control","orthoP",2.37
2021-10-27,"control","orthoP",3.12
2021-10-28,"control","orthoP",1.93
2021-10-29,"control","orthoP",1.95
2021-10-30,"control","orthoP",1.9
2021-10-31,"control","orthoP",1.18
2021-11-01,"control","orthoP",1.24
2021-11-02,"control","orthoP",2.69
2021-11-03,"control","orthoP",2.23
2021-11-04,"control","orthoP",3.12
2021-11-05,"control","orthoP",2.87
2021-11-06,"control","orthoP",3.11
2021-11-07,"control","orthoP",2.14
2021-11-08,"control","orthoP",1.92
2021-11-09,"control","orthoP",2.83
2021-11-10,"control","orthoP",5.14
2021-11-11,"control","orthoP",4.69
2021-11-12,"control","orthoP",3.15
2021-11-13,"control","orthoP",2.92
2021-11-14,"control","orthoP",2.19
2021-11-15,"control","orthoP",1.82
2021-11-16,"control","orthoP",3.32
2021-11-17,"control","orthoP",3.61
2021-11-18,"control","orthoP",5.26
2021-11-19,"control","orthoP",6.82
2021-11-20,"control","orthoP",4.17
2021-11-21,"control","orthoP",2.83
2021-11-22,"control","orthoP",2.55
2021-11-23,"control","orthoP",4.68
2021-11-24,"control","orthoP",6.7
2021-11-25,"control","orthoP",6.07
2021-11-26,"control","orthoP",NA
2021-11-27,"control","orthoP",NA
2021-11-28,"control","orthoP",3.11
2021-11-29,"control","orthoP",2.65
2021-11-30,"control","orthoP",6.81
2021-12-01,"control","orthoP",3.62
2021-12-02,"control","orthoP",5.11
2021-12-03,"control","orthoP",NA
2021-12-04,"control","orthoP",NA
2021-12-05,"control","orthoP",1.36
2021-12-06,"control","orthoP",1.08
2021-12-07,"control","orthoP",2.73
2021-12-08,"control","orthoP",4.68
2021-12-09,"control","orthoP",3.41
2021-12-10,"control","orthoP",NA
2021-12-11,"control","orthoP",NA
2021-12-12,"control","orthoP",2.21
2021-12-13,"control","orthoP",1.75
2021-12-14,"control","orthoP",NA
2021-12-15,"control","orthoP",NA
2021-12-16,"control","orthoP",NA
2021-12-17,"control","orthoP",NA
2021-12-18,"control","orthoP",NA
2021-12-19,"control","orthoP",NA
2021-12-20,"control","orthoP",NA
2021-12-21,"control","orthoP",NA
2021-12-22,"control","orthoP",NA
2021-12-23,"control","orthoP",NA
2021-12-24,"control","orthoP",NA
2021-12-25,"control","orthoP",NA
2021-12-26,"control","orthoP",NA
2021-12-27,"control","orthoP",NA
2021-12-28,"control","orthoP",NA
2021-12-29,"control","orthoP",NA
2021-12-30,"control","orthoP",NA
2021-12-31,"control","orthoP",NA
2021-01-22,"control","NH3",NA
2021-01-23,"control","NH3",NA
2021-01-24,"control","NH3",NA
2021-01-25,"control","NH3",NA
2021-01-26,"control","NH3",NA
2021-01-27,"control","NH3",NA
2021-01-28,"control","NH3",NA
2021-01-29,"control","NH3",NA
2021-01-30,"control","NH3",NA
2021-01-31,"control","NH3",NA
2021-02-01,"control","NH3",NA
2021-02-02,"control","NH3",NA
2021-02-03,"control","NH3",NA
2021-02-04,"control","NH3",NA
2021-02-05,"control","NH3",NA
2021-02-06,"control","NH3",NA
2021-02-07,"control","NH3",NA
2021-02-08,"control","NH3",NA
2021-02-09,"control","NH3",NA
2021-02-10,"control","NH3",NA
2021-02-11,"control","NH3",NA
2021-02-12,"control","NH3",NA
2021-02-13,"control","NH3",NA
2021-02-14,"control","NH3",NA
2021-02-15,"control","NH3",NA
2021-02-16,"control","NH3",NA
2021-02-17,"control","NH3",NA
2021-02-18,"control","NH3",NA
2021-02-19,"control","NH3",NA
2021-02-20,"control","NH3",NA
2021-02-21,"control","NH3",NA
2021-02-22,"control","NH3",NA
2021-02-23,"control","NH3",NA
2021-02-24,"control","NH3",NA
2021-02-25,"control","NH3",NA
2021-02-26,"control","NH3",NA
2021-02-27,"control","NH3",NA
2021-02-28,"control","NH3",NA
2021-03-01,"control","NH3",NA
2021-03-02,"control","NH3",NA
2021-03-03,"control","NH3",NA
2021-03-04,"control","NH3",NA
2021-03-05,"control","NH3",NA
2021-03-06,"control","NH3",NA
2021-03-07,"control","NH3",NA
2021-03-08,"control","NH3",NA
2021-03-09,"control","NH3",NA
2021-03-10,"control","NH3",NA
2021-03-11,"control","NH3",NA
2021-03-12,"control","NH3",NA
2021-03-13,"control","NH3",NA
2021-03-14,"control","NH3",NA
2021-03-15,"control","NH3",NA
2021-03-16,"control","NH3",NA
2021-03-17,"control","NH3",NA
2021-03-18,"control","NH3",NA
2021-03-19,"control","NH3",NA
2021-03-20,"control","NH3",NA
2021-03-21,"control","NH3",NA
2021-03-22,"control","NH3",NA
2021-03-23,"control","NH3",NA
2021-03-24,"control","NH3",NA
2021-03-25,"control","NH3",NA
2021-03-26,"control","NH3",NA
2021-03-27,"control","NH3",NA
2021-03-28,"control","NH3",NA
2021-03-29,"control","NH3",NA
2021-03-30,"control","NH3",NA
2021-03-31,"control","NH3",NA
2021-04-01,"control","NH3",NA
2021-04-02,"control","NH3",NA
2021-04-03,"control","NH3",NA
2021-04-04,"control","NH3",NA
2021-04-05,"control","NH3",NA
2021-04-06,"control","NH3",NA
2021-04-07,"control","NH3",NA
2021-04-08,"control","NH3",NA
2021-04-09,"control","NH3",NA
2021-04-10,"control","NH3",NA
2021-04-11,"control","NH3",NA
2021-04-12,"control","NH3",NA
2021-04-13,"control","NH3",NA
2021-04-14,"control","NH3",NA
2021-04-15,"control","NH3",NA
2021-04-16,"control","NH3",NA
2021-04-17,"control","NH3",NA
2021-04-18,"control","NH3",NA
2021-04-19,"control","NH3",NA
2021-04-20,"control","NH3",NA
2021-04-21,"control","NH3",NA
2021-04-22,"control","NH3",NA
2021-04-23,"control","NH3",NA
2021-04-24,"control","NH3",NA
2021-04-25,"control","NH3",NA
2021-04-26,"control","NH3",NA
2021-04-27,"control","NH3",NA
2021-04-28,"control","NH3",NA
2021-04-29,"control","NH3",NA
2021-04-30,"control","NH3",NA
2021-05-01,"control","NH3",NA
2021-05-02,"control","NH3",NA
2021-05-03,"control","NH3",NA
2021-05-04,"control","NH3",NA
2021-05-05,"control","NH3",NA
2021-05-06,"control","NH3",NA
2021-05-07,"control","NH3",NA
2021-05-08,"control","NH3",NA
2021-05-09,"control","NH3",NA
2021-05-10,"control","NH3",NA
2021-05-11,"control","NH3",NA
2021-05-12,"control","NH3",NA
2021-05-13,"control","NH3",NA
2021-05-14,"control","NH3",NA
2021-05-15,"control","NH3",NA
2021-05-16,"control","NH3",NA
2021-05-17,"control","NH3",NA
2021-05-18,"control","NH3",NA
2021-05-19,"control","NH3",NA
2021-05-20,"control","NH3",NA
2021-05-21,"control","NH3",NA
2021-05-22,"control","NH3",NA
2021-05-23,"control","NH3",NA
2021-05-24,"control","NH3",NA
2021-05-25,"control","NH3",NA
2021-05-26,"control","NH3",NA
2021-05-27,"control","NH3",NA
2021-05-28,"control","NH3",NA
2021-05-29,"control","NH3",NA
2021-05-30,"control","NH3",NA
2021-05-31,"control","NH3",NA
2021-06-01,"control","NH3",0.195
2021-06-02,"control","NH3",0.526
2021-06-03,"control","NH3",0.307
2021-06-04,"control","NH3",1.943
2021-06-05,"control","NH3",0.769
2021-06-06,"control","NH3",0.195
2021-06-07,"control","NH3",0.195
2021-06-08,"control","NH3",0.479
2021-06-09,"control","NH3",0.195
2021-06-10,"control","NH3",0.195
2021-06-11,"control","NH3",0.195
2021-06-12,"control","NH3",0.195
2021-06-13,"control","NH3",0.195
2021-06-14,"control","NH3",0.34
2021-06-15,"control","NH3",0.195
2021-06-16,"control","NH3",0.195
2021-06-17,"control","NH3",0.413
2021-06-18,"control","NH3",0.801
2021-06-19,"control","NH3",0.195
2021-06-20,"control","NH3",0.195
2021-06-21,"control","NH3",0.195
2021-06-22,"control","NH3",0.195
2021-06-23,"control","NH3",0.195
2021-06-24,"control","NH3",0.32
2021-06-25,"control","NH3",0.432
2021-06-26,"control","NH3",0.195
2021-06-27,"control","NH3",0.195
2021-06-28,"control","NH3",0.195
2021-06-29,"control","NH3",0.195
2021-06-30,"control","NH3",0.195
2021-07-01,"control","NH3",0.195
2021-07-02,"control","NH3",0.195
2021-07-03,"control","NH3",0.195
2021-07-04,"control","NH3",0.195
2021-07-05,"control","NH3",0.195
2021-07-06,"control","NH3",0.195
2021-07-07,"control","NH3",0.195
2021-07-08,"control","NH3",0.195
2021-07-09,"control","NH3",0.195
2021-07-10,"control","NH3",0.427
2021-07-11,"control","NH3",0.195
2021-07-12,"control","NH3",NA
2021-07-13,"control","NH3",0.195
2021-07-14,"control","NH3",0.195
2021-07-15,"control","NH3",0.195
2021-07-16,"control","NH3",0.336
2021-07-17,"control","NH3",0.195
2021-07-18,"control","NH3",0.195
2021-07-19,"control","NH3",0.195
2021-07-20,"control","NH3",0.195
2021-07-21,"control","NH3",0.195
2021-07-22,"control","NH3",0.195
2021-07-23,"control","NH3",0.316
2021-07-24,"control","NH3",0.195
2021-07-25,"control","NH3",0.195
2021-07-26,"control","NH3",0.195
2021-07-27,"control","NH3",0.195
2021-07-28,"control","NH3",0.195
2021-07-29,"control","NH3",0.195
2021-07-30,"control","NH3",0.195
2021-07-31,"control","NH3",0.195
2021-08-01,"control","NH3",0.195
2021-08-02,"control","NH3",0.195
2021-08-03,"control","NH3",0.195
2021-08-04,"control","NH3",0.195
2021-08-05,"control","NH3",0.195
2021-08-06,"control","NH3",0.195
2021-08-07,"control","NH3",0.195
2021-08-08,"control","NH3",0.195
2021-08-09,"control","NH3",NA
2021-08-10,"control","NH3",0.195
2021-08-11,"control","NH3",0.195
2021-08-12,"control","NH3",0.195
2021-08-13,"control","NH3",0.195
2021-08-14,"control","NH3",0.195
2021-08-15,"control","NH3",0.195
2021-08-16,"control","NH3",0.195
2021-08-17,"control","NH3",0.195
2021-08-18,"control","NH3",0.195
2021-08-19,"control","NH3",0.195
2021-08-20,"control","NH3",0.554
2021-08-21,"control","NH3",0.195
2021-08-22,"control","NH3",0.195
2021-08-23,"control","NH3",0.195
2021-08-24,"control","NH3",0.195
2021-08-25,"control","NH3",0.195
2021-08-26,"control","NH3",0.195
2021-08-27,"control","NH3",NA
2021-08-28,"control","NH3",0.195
2021-08-29,"control","NH3",0.195
2021-08-30,"control","NH3",0.195
2021-08-31,"control","NH3",0.195
2021-09-01,"control","NH3",0.195
2021-09-02,"control","NH3",0.195
2021-09-03,"control","NH3",0.195
2021-09-04,"control","NH3",NA
2021-09-05,"control","NH3",0.195
2021-09-06,"control","NH3",0.195
2021-09-07,"control","NH3",0.195
2021-09-08,"control","NH3",0.195
2021-09-09,"control","NH3",0.195
2021-09-10,"control","NH3",0.195
2021-09-11,"control","NH3",NA
2021-09-12,"control","NH3",0.195
2021-09-13,"control","NH3",0.195
2021-09-14,"control","NH3",0.195
2021-09-15,"control","NH3",0.195
2021-09-16,"control","NH3",0.195
2021-09-17,"control","NH3",0.195
2021-09-18,"control","NH3",NA
2021-09-19,"control","NH3",0.195
2021-09-20,"control","NH3",0.195
2021-09-21,"control","NH3",0.195
2021-09-22,"control","NH3",0.195
2021-09-23,"control","NH3",0.195
2021-09-24,"control","NH3",0.195
2021-09-25,"control","NH3",NA
2021-09-26,"control","NH3",0.63
2021-09-27,"control","NH3",0.72
2021-09-28,"control","NH3",0.195
2021-09-29,"control","NH3",0.41
2021-09-30,"control","NH3",0.87
2021-10-01,"control","NH3",0.195
2021-10-02,"control","NH3",NA
2021-10-03,"control","NH3",0.195
2021-10-04,"control","NH3",0.195
2021-10-05,"control","NH3",0.195
2021-10-06,"control","NH3",0.195
2021-10-07,"control","NH3",0.3
2021-10-08,"control","NH3",0.195
2021-10-09,"control","NH3",NA
2021-10-10,"control","NH3",NA
2021-10-11,"control","NH3",NA
2021-10-12,"control","NH3",0.195
2021-10-13,"control","NH3",0.195
2021-10-14,"control","NH3",0.195
2021-10-15,"control","NH3",0.195
2021-10-16,"control","NH3",NA
2021-10-17,"control","NH3",0.195
2021-10-18,"control","NH3",0.195
2021-10-19,"control","NH3",0.195
2021-10-20,"control","NH3",0.195
2021-10-21,"control","NH3",0.195
2021-10-22,"control","NH3",0.195
2021-10-23,"control","NH3",NA
2021-10-24,"control","NH3",0.195
2021-10-25,"control","NH3",0.195
2021-10-26,"control","NH3",0.195
2021-10-27,"control","NH3",0.195
2021-10-28,"control","NH3",0.195
2021-10-29,"control","NH3",0.195
2021-10-30,"control","NH3",NA
2021-10-31,"control","NH3",0.195
2021-11-01,"control","NH3",0.195
2021-11-02,"control","NH3",0.195
2021-11-03,"control","NH3",0.195
2021-11-04,"control","NH3",0.195
2021-11-05,"control","NH3",0.195
2021-11-06,"control","NH3",NA
2021-11-07,"control","NH3",0.195
2021-11-08,"control","NH3",0.195
2021-11-09,"control","NH3",0.34
2021-11-10,"control","NH3",0.195
2021-11-11,"control","NH3",0.31
2021-11-12,"control","NH3",0.195
2021-11-13,"control","NH3",NA
2021-11-14,"control","NH3",0.195
2021-11-15,"control","NH3",0.195
2021-11-16,"control","NH3",0.56
2021-11-17,"control","NH3",0.81
2021-11-18,"control","NH3",0.31
2021-11-19,"control","NH3",0.65
2021-11-20,"control","NH3",NA
2021-11-21,"control","NH3",0.195
2021-11-22,"control","NH3",0.195
2021-11-23,"control","NH3",0.195
2021-11-24,"control","NH3",0.74
2021-11-25,"control","NH3",0.96
2021-11-26,"control","NH3",1.62
2021-11-27,"control","NH3",NA
2021-11-28,"control","NH3",0.195
2021-11-29,"control","NH3",0.195
2021-11-30,"control","NH3",1.88
2021-12-01,"control","NH3",0.195
2021-12-02,"control","NH3",0.195
2021-12-03,"control","NH3",0.195
2021-12-04,"control","NH3",NA
2021-12-05,"control","NH3",0.195
2021-12-06,"control","NH3",0.195
2021-12-07,"control","NH3",1.28
2021-12-08,"control","NH3",0.195
2021-12-09,"control","NH3",0.195
2021-12-10,"control","NH3",0.195
2021-12-11,"control","NH3",NA
2021-12-12,"control","NH3",0.195
2021-12-13,"control","NH3",0.195
2021-12-14,"control","NH3",0.76
2021-12-15,"control","NH3",0.97
2021-12-16,"control","NH3",0.64
2021-12-17,"control","NH3",0.37
2021-12-18,"control","NH3",NA
2021-12-19,"control","NH3",0.195
2021-12-20,"control","NH3",0.195
2021-12-21,"control","NH3",0.195
2021-12-22,"control","NH3",0.195
2021-12-23,"control","NH3",0.34
2021-12-24,"control","NH3",0.36
2021-12-25,"control","NH3",NA
2021-12-26,"control","NH3",0.42
2021-12-27,"control","NH3",1.73
2021-12-28,"control","NH3",0.195
2021-12-29,"control","NH3",0.93
